store_id,ds,type,value,model
Store_013,2021-11-01,history,3328628.38,SARIMA
Store_013,2021-12-01,history,4106389.3,SARIMA
Store_013,2022-01-01,history,2595214.13,SARIMA
Store_013,2022-02-01,history,2008569.81,SARIMA
Store_013,2022-03-01,history,2380699.38,SARIMA
Store_013,2022-04-01,history,2437290.0900000003,SARIMA
Store_013,2022-05-01,history,2629796.44,SARIMA
Store_013,2022-06-01,history,2585060.95,SARIMA
Store_013,2022-07-01,history,2692428.8200000003,SARIMA
Store_013,2022-08-01,history,2720183.0,SARIMA
Store_013,2022-09-01,history,2744552.33,SARIMA
Store_013,2022-10-01,history,3209306.66,SARIMA
Store_013,2022-11-01,history,3292390.27,SARIMA
Store_013,2022-12-01,history,3889132.43,SARIMA
Store_013,2023-01-01,history,2430758.44,SARIMA
Store_013,2023-02-01,history,1924924.5,SARIMA
Store_013,2023-03-01,history,2452718.23,SARIMA
Store_013,2023-04-01,history,2664980.0300000003,SARIMA
Store_013,2023-05-01,history,2621957.79,SARIMA
Store_013,2023-06-01,history,2764883.23,SARIMA
Store_013,2023-07-01,history,2705029.44,SARIMA
Store_013,2023-08-01,history,2582495.01,SARIMA
Store_013,2023-09-01,history,2742646.56,SARIMA
Store_013,2023-10-01,history,3183963.41,SARIMA
Store_013,2023-11-01,history,3202247.26,SARIMA
Store_013,2023-12-01,history,4046741.76,SARIMA
Store_013,2024-01-01,history,2392236.9,SARIMA
Store_013,2024-02-01,history,2160902.64,SARIMA
Store_013,2024-03-01,history,2559778.89,SARIMA
Store_013,2024-04-01,history,2590008.3,SARIMA
Store_013,2024-05-01,history,2771526.98,SARIMA
Store_013,2024-06-01,history,2709577.65,SARIMA
Store_013,2024-07-01,history,2757196.24,SARIMA
Store_013,2024-08-01,history,2675317.38,SARIMA
Store_013,2024-09-01,history,2827649.88,SARIMA
Store_013,2024-10-01,history,3106378.72,SARIMA
Store_013,2024-11-01,history,3247513.52,SARIMA
Store_013,2024-12-01,history,3950403.62,SARIMA
Store_013,2024-01-01,actual,2392236.9,SARIMA
Store_013,2024-01-01,predicted,2433491.16,SARIMA
Store_013,2024-02-01,actual,2160902.64,SARIMA
Store_013,2024-02-01,predicted,1952806.52,SARIMA
Store_013,2024-03-01,actual,2559778.89,SARIMA
Store_013,2024-03-01,predicted,2441224.63,SARIMA
Store_013,2024-04-01,actual,2590008.3,SARIMA
Store_013,2024-04-01,predicted,2628082.24,SARIMA
Store_013,2024-05-01,actual,2771526.98,SARIMA
Store_013,2024-05-01,predicted,2627225.07,SARIMA
Store_013,2024-06-01,actual,2709577.65,SARIMA
Store_013,2024-06-01,predicted,2736122.99,SARIMA
Store_013,2024-07-01,actual,2757196.24,SARIMA
Store_013,2024-07-01,predicted,2706730.66,SARIMA
Store_013,2024-08-01,actual,2675317.38,SARIMA
Store_013,2024-08-01,predicted,2611646.39,SARIMA
Store_013,2024-09-01,actual,2827649.88,SARIMA
Store_013,2024-09-01,predicted,2747008.15,SARIMA
Store_013,2024-10-01,actual,3106378.72,SARIMA
Store_013,2024-10-01,predicted,3192604.47,SARIMA
Store_013,2024-11-01,actual,3247513.52,SARIMA
Store_013,2024-11-01,predicted,3222716.22,SARIMA
Store_013,2024-12-01,actual,3950403.62,SARIMA
Store_013,2024-12-01,predicted,4021987.21,SARIMA
Store_013,2025-01-01,forecast,2437007.07,SARIMA
Store_013,2025-02-01,forecast,1951731.8,SARIMA
Store_013,2025-03-01,forecast,2447337.35,SARIMA
Store_013,2025-04-01,forecast,2638832.13,SARIMA
Store_013,2025-05-01,forecast,2630278.33,SARIMA
Store_013,2025-06-01,forecast,2745387.49,SARIMA
Store_014,2021-01-01,history,2645108.55,Holt-Winters
Store_014,2021-02-01,history,2127342.6,Holt-Winters
Store_014,2021-03-01,history,2555322.5,Holt-Winters
Store_014,2021-04-01,history,2672950.1,Holt-Winters
Store_014,2021-05-01,history,2806298.97,Holt-Winters
Store_014,2021-06-01,history,2580699.17,Holt-Winters
Store_014,2021-07-01,history,2719367.54,Holt-Winters
Store_014,2021-08-01,history,2824827.05,Holt-Winters
Store_014,2021-09-01,history,2715946.77,Holt-Winters
Store_014,2021-10-01,history,3194617.43,Holt-Winters
Store_014,2021-11-01,history,3202811.2800000003,Holt-Winters
Store_014,2021-12-01,history,4130039.24,Holt-Winters
Store_014,2022-01-01,history,2732464.07,Holt-Winters
Store_014,2022-02-01,history,2059191.98,Holt-Winters
Store_014,2022-03-01,history,2465806.16,Holt-Winters
Store_014,2022-04-01,history,2743193.52,Holt-Winters
Store_014,2022-05-01,history,2649949.9,Holt-Winters
Store_014,2022-06-01,history,2777408.88,Holt-Winters
Store_014,2022-07-01,history,2836268.37,Holt-Winters
Store_014,2022-08-01,history,2819399.38,Holt-Winters
Store_014,2022-09-01,history,2815498.55,Holt-Winters
Store_014,2022-10-01,history,3266707.19,Holt-Winters
Store_014,2022-11-01,history,3418237.28,Holt-Winters
Store_014,2022-12-01,history,4141258.17,Holt-Winters
Store_014,2023-01-01,history,2650139.38,Holt-Winters
Store_014,2023-02-01,history,2154060.64,Holt-Winters
Store_014,2023-03-01,history,2593106.62,Holt-Winters
Store_014,2023-04-01,history,2676233.7,Holt-Winters
Store_014,2023-05-01,history,2801673.19,Holt-Winters
Store_014,2023-06-01,history,2830439.74,Holt-Winters
Store_014,2023-07-01,history,2664722.51,Holt-Winters
Store_014,2023-08-01,history,2774221.84,Holt-Winters
Store_014,2023-09-01,history,2705867.4,Holt-Winters
Store_014,2023-10-01,history,3261329.04,Holt-Winters
Store_014,2023-11-01,history,3379773.51,Holt-Winters
Store_014,2023-12-01,history,4248975.99,Holt-Winters
Store_014,2024-01-01,history,2704883.07,Holt-Winters
Store_014,2024-02-01,history,2100831.45,Holt-Winters
Store_014,2024-03-01,history,2715298.89,Holt-Winters
Store_014,2024-04-01,history,2493354.14,Holt-Winters
Store_014,2024-05-01,history,2716269.24,Holt-Winters
Store_014,2024-06-01,history,2726304.7,Holt-Winters
Store_014,2024-07-01,history,2665595.76,Holt-Winters
Store_014,2024-08-01,history,2875109.5,Holt-Winters
Store_014,2024-09-01,history,2865649.21,Holt-Winters
Store_014,2024-10-01,history,3218911.37,Holt-Winters
Store_014,2024-11-01,history,3215277.85,Holt-Winters
Store_014,2024-12-01,history,3873568.39,Holt-Winters
Store_014,2024-01-01,actual,2704883.07,Holt-Winters
Store_014,2024-01-01,predicted,2714614.68,Holt-Winters
Store_014,2024-02-01,actual,2100831.45,Holt-Winters
Store_014,2024-02-01,predicted,2133632.05,Holt-Winters
Store_014,2024-03-01,actual,2715298.89,Holt-Winters
Store_014,2024-03-01,predicted,2559148.53,Holt-Winters
Store_014,2024-04-01,actual,2493354.14,Holt-Winters
Store_014,2024-04-01,predicted,2739569.0,Holt-Winters
Store_014,2024-05-01,actual,2716269.24,Holt-Winters
Store_014,2024-05-01,predicted,2752098.29,Holt-Winters
Store_014,2024-06-01,actual,2726304.7,Holt-Winters
Store_014,2024-06-01,predicted,2825149.55,Holt-Winters
Store_014,2024-07-01,actual,2665595.76,Holt-Winters
Store_014,2024-07-01,predicted,2821386.11,Holt-Winters
Store_014,2024-08-01,actual,2875109.5,Holt-Winters
Store_014,2024-08-01,predicted,2866403.91,Holt-Winters
Store_014,2024-09-01,actual,2865649.21,Holt-Winters
Store_014,2024-09-01,predicted,2809970.18,Holt-Winters
Store_014,2024-10-01,actual,3218911.37,Holt-Winters
Store_014,2024-10-01,predicted,3275417.59,Holt-Winters
Store_014,2024-11-01,actual,3215277.85,Holt-Winters
Store_014,2024-11-01,predicted,3356611.84,Holt-Winters
Store_014,2024-12-01,actual,3873568.39,Holt-Winters
Store_014,2024-12-01,predicted,4177938.36,Holt-Winters
Store_014,2025-01-01,forecast,2730683.35,Holt-Winters
Store_014,2025-02-01,forecast,2149472.53,Holt-Winters
Store_014,2025-03-01,forecast,2574764.06,Holt-Winters
Store_014,2025-04-01,forecast,2754962.78,Holt-Winters
Store_014,2025-05-01,forecast,2767273.46,Holt-Winters
Store_014,2025-06-01,forecast,2840109.23,Holt-Winters
Store_015,2021-01-01,history,2407903.7,Holt-Winters
Store_015,2021-02-01,history,1815479.0,Holt-Winters
Store_015,2021-03-01,history,2330594.9,Holt-Winters
Store_015,2021-04-01,history,2333911.84,Holt-Winters
Store_015,2021-05-01,history,2466350.68,Holt-Winters
Store_015,2021-06-01,history,2390664.75,Holt-Winters
Store_015,2021-07-01,history,2565042.7,Holt-Winters
Store_015,2021-08-01,history,2580872.32,Holt-Winters
Store_015,2021-09-01,history,2370698.8,Holt-Winters
Store_015,2021-10-01,history,3018327.56,Holt-Winters
Store_015,2021-11-01,history,3018379.53,Holt-Winters
Store_015,2021-12-01,history,3697659.29,Holt-Winters
Store_015,2022-01-01,history,2385649.97,Holt-Winters
Store_015,2022-02-01,history,1821082.67,Holt-Winters
Store_015,2022-03-01,history,2159503.68,Holt-Winters
Store_015,2022-04-01,history,2416005.65,Holt-Winters
Store_015,2022-05-01,history,2404960.25,Holt-Winters
Store_015,2022-06-01,history,2416712.81,Holt-Winters
Store_015,2022-07-01,history,2498275.05,Holt-Winters
Store_015,2022-08-01,history,2582164.35,Holt-Winters
Store_015,2022-09-01,history,2577653.82,Holt-Winters
Store_015,2022-10-01,history,2876669.81,Holt-Winters
Store_015,2022-11-01,history,3014786.3600000003,Holt-Winters
Store_015,2022-12-01,history,3868061.4,Holt-Winters
Store_015,2023-01-01,history,2267888.95,Holt-Winters
Store_015,2023-02-01,history,1940300.73,Holt-Winters
Store_015,2023-03-01,history,2226190.56,Holt-Winters
Store_015,2023-04-01,history,2444796.66,Holt-Winters
Store_015,2023-05-01,history,2365249.8,Holt-Winters
Store_015,2023-06-01,history,2511435.76,Holt-Winters
Store_015,2023-07-01,history,2515043.05,Holt-Winters
Store_015,2023-08-01,history,2490782.15,Holt-Winters
Store_015,2023-09-01,history,2465309.62,Holt-Winters
Store_015,2023-10-01,history,2930942.38,Holt-Winters
Store_015,2023-11-01,history,3002409.12,Holt-Winters
Store_015,2023-12-01,history,3690273.3,Holt-Winters
Store_015,2024-01-01,history,2425318.87,Holt-Winters
Store_015,2024-02-01,history,1859352.69,Holt-Winters
Store_015,2024-03-01,history,2298534.94,Holt-Winters
Store_015,2024-04-01,history,2467155.73,Holt-Winters
Store_015,2024-05-01,history,2484829.15,Holt-Winters
Store_015,2024-06-01,history,2592990.84,Holt-Winters
Store_015,2024-07-01,history,2405610.51,Holt-Winters
Store_015,2024-08-01,history,2577885.45,Holt-Winters
Store_015,2024-09-01,history,2522388.8200000003,Holt-Winters
Store_015,2024-10-01,history,2779616.28,Holt-Winters
Store_015,2024-11-01,history,3054646.01,Holt-Winters
Store_015,2024-12-01,history,3591607.35,Holt-Winters
Store_015,2024-01-01,actual,2425318.87,Holt-Winters
Store_015,2024-01-01,predicted,2313441.59,Holt-Winters
Store_015,2024-02-01,actual,1859352.69,Holt-Winters
Store_015,2024-02-01,predicted,1870151.0,Holt-Winters
Store_015,2024-03-01,actual,2298534.94,Holt-Winters
Store_015,2024-03-01,predicted,2182117.63,Holt-Winters
Store_015,2024-04-01,actual,2467155.73,Holt-Winters
Store_015,2024-04-01,predicted,2419383.41,Holt-Winters
Store_015,2024-05-01,actual,2484829.15,Holt-Winters
Store_015,2024-05-01,predicted,2376142.71,Holt-Winters
Store_015,2024-06-01,actual,2592990.84,Holt-Winters
Store_015,2024-06-01,predicted,2455470.24,Holt-Winters
Store_015,2024-07-01,actual,2405610.51,Holt-Winters
Store_015,2024-07-01,predicted,2519964.38,Holt-Winters
Store_015,2024-08-01,actual,2577885.45,Holt-Winters
Store_015,2024-08-01,predicted,2570022.03,Holt-Winters
Store_015,2024-09-01,actual,2522388.82,Holt-Winters
Store_015,2024-09-01,predicted,2462151.46,Holt-Winters
Store_015,2024-10-01,actual,2779616.28,Holt-Winters
Store_015,2024-10-01,predicted,2935226.87,Holt-Winters
Store_015,2024-11-01,actual,3054646.01,Holt-Winters
Store_015,2024-11-01,predicted,3003996.51,Holt-Winters
Store_015,2024-12-01,actual,3591607.35,Holt-Winters
Store_015,2024-12-01,predicted,3769746.07,Holt-Winters
Store_015,2025-01-01,forecast,2312086.57,Holt-Winters
Store_015,2025-02-01,forecast,1868802.75,Holt-Winters
Store_015,2025-03-01,forecast,2180776.12,Holt-Winters
Store_015,2025-04-01,forecast,2418048.61,Holt-Winters
Store_015,2025-05-01,forecast,2374814.59,Holt-Winters
Store_015,2025-06-01,forecast,2454148.76,Holt-Winters
Store_016,2021-01-01,history,2938307.0500000003,Holt-Winters
Store_016,2021-02-01,history,2273225.99,Holt-Winters
Store_016,2021-03-01,history,2701365.37,Holt-Winters
Store_016,2021-04-01,history,2756683.3,Holt-Winters
Store_016,2021-05-01,history,2946677.28,Holt-Winters
Store_016,2021-06-01,history,2882543.89,Holt-Winters
Store_016,2021-07-01,history,3000161.76,Holt-Winters
Store_016,2021-08-01,history,3058184.48,Holt-Winters
Store_016,2021-09-01,history,3038387.52,Holt-Winters
Store_016,2021-10-01,history,3437929.04,Holt-Winters
Store_016,2021-11-01,history,3600188.67,Holt-Winters
Store_016,2021-12-01,history,4569146.83,Holt-Winters
Store_016,2022-01-01,history,2963073.96,Holt-Winters
Store_016,2022-02-01,history,2207504.77,Holt-Winters
Store_016,2022-03-01,history,2837034.92,Holt-Winters
Store_016,2022-04-01,history,3010987.88,Holt-Winters
Store_016,2022-05-01,history,2968535.26,Holt-Winters
Store_016,2022-06-01,history,2853249.39,Holt-Winters
Store_016,2022-07-01,history,2965635.93,Holt-Winters
Store_016,2022-08-01,history,2889470.81,Holt-Winters
Store_016,2022-09-01,history,2981709.3400000003,Holt-Winters
Store_016,2022-10-01,history,3611568.73,Holt-Winters
Store_016,2022-11-01,history,3612255.93,Holt-Winters
Store_016,2022-12-01,history,4519001.27,Holt-Winters
Store_016,2023-01-01,history,2882132.94,Holt-Winters
Store_016,2023-02-01,history,2171152.69,Holt-Winters
Store_016,2023-03-01,history,2641351.84,Holt-Winters
Store_016,2023-04-01,history,3040454.5300000003,Holt-Winters
Store_016,2023-05-01,history,2830997.71,Holt-Winters
Store_016,2023-06-01,history,2979368.82,Holt-Winters
Store_016,2023-07-01,history,2894260.42,Holt-Winters
Store_016,2023-08-01,history,2875104.37,Holt-Winters
Store_016,2023-09-01,history,3166611.7,Holt-Winters
Store_016,2023-10-01,history,3360158.21,Holt-Winters
Store_016,2023-11-01,history,3793051.31,Holt-Winters
Store_016,2023-12-01,history,4580369.39,Holt-Winters
Store_016,2024-01-01,history,2777253.65,Holt-Winters
Store_016,2024-02-01,history,2296077.0,Holt-Winters
Store_016,2024-03-01,history,2779465.24,Holt-Winters
Store_016,2024-04-01,history,2812222.63,Holt-Winters
Store_016,2024-05-01,history,2928885.55,Holt-Winters
Store_016,2024-06-01,history,2855028.9,Holt-Winters
Store_016,2024-07-01,history,2914849.29,Holt-Winters
Store_016,2024-08-01,history,3014560.27,Holt-Winters
Store_016,2024-09-01,history,3073040.06,Holt-Winters
Store_016,2024-10-01,history,3400667.71,Holt-Winters
Store_016,2024-11-01,history,3669432.11,Holt-Winters
Store_016,2024-12-01,history,4479429.13,Holt-Winters
Store_016,2024-01-01,actual,2777253.65,Holt-Winters
Store_016,2024-01-01,predicted,2918019.81,Holt-Winters
Store_016,2024-02-01,actual,2296077.0,Holt-Winters
Store_016,2024-02-01,predicted,2190887.88,Holt-Winters
Store_016,2024-03-01,actual,2779465.24,Holt-Winters
Store_016,2024-03-01,predicted,2741958.43,Holt-Winters
Store_016,2024-04-01,actual,2812222.63,Holt-Winters
Store_016,2024-04-01,predicted,3027466.21,Holt-Winters
Store_016,2024-05-01,actual,2928885.55,Holt-Winters
Store_016,2024-05-01,predicted,2899316.85,Holt-Winters
Store_016,2024-06-01,actual,2855028.9,Holt-Winters
Store_016,2024-06-01,predicted,2911681.89,Holt-Winters
Store_016,2024-07-01,actual,2914849.29,Holt-Winters
Store_016,2024-07-01,predicted,2979804.29,Holt-Winters
Store_016,2024-08-01,actual,3014560.27,Holt-Winters
Store_016,2024-08-01,predicted,2974138.36,Holt-Winters
Store_016,2024-09-01,actual,3073040.06,Holt-Winters
Store_016,2024-09-01,predicted,3013919.26,Holt-Winters
Store_016,2024-10-01,actual,3400667.71,Holt-Winters
Store_016,2024-10-01,predicted,3523953.77,Holt-Winters
Store_016,2024-11-01,actual,3669432.11,Holt-Winters
Store_016,2024-11-01,predicted,3602158.39,Holt-Winters
Store_016,2024-12-01,actual,4479429.13,Holt-Winters
Store_016,2024-12-01,predicted,4540451.5,Holt-Winters
Store_016,2025-01-01,forecast,2919276.77,Holt-Winters
Store_016,2025-02-01,forecast,2192138.56,Holt-Winters
Store_016,2025-03-01,forecast,2743202.85,Holt-Winters
Store_016,2025-04-01,forecast,3028704.41,Holt-Winters
Store_016,2025-05-01,forecast,2900548.86,Holt-Winters
Store_016,2025-06-01,forecast,2912907.74,Holt-Winters
Store_017,2021-01-01,history,3045382.8200000003,Holt-Winters
Store_017,2021-02-01,history,2321962.19,Holt-Winters
Store_017,2021-03-01,history,2935988.03,Holt-Winters
Store_017,2021-04-01,history,3175625.34,Holt-Winters
Store_017,2021-05-01,history,3297512.3,Holt-Winters
Store_017,2021-06-01,history,3039228.3,Holt-Winters
Store_017,2021-07-01,history,3256333.36,Holt-Winters
Store_017,2021-08-01,history,3016106.8600000003,Holt-Winters
Store_017,2021-09-01,history,3066967.08,Holt-Winters
Store_017,2021-10-01,history,3771292.89,Holt-Winters
Store_017,2021-11-01,history,3893477.37,Holt-Winters
Store_017,2021-12-01,history,4597070.83,Holt-Winters
Store_017,2022-01-01,history,3061183.33,Holt-Winters
Store_017,2022-02-01,history,2401649.35,Holt-Winters
Store_017,2022-03-01,history,2908102.21,Holt-Winters
Store_017,2022-04-01,history,2987377.71,Holt-Winters
Store_017,2022-05-01,history,3183161.3,Holt-Winters
Store_017,2022-06-01,history,3230584.44,Holt-Winters
Store_017,2022-07-01,history,3225011.77,Holt-Winters
Store_017,2022-08-01,history,3221999.33,Holt-Winters
Store_017,2022-09-01,history,3183586.13,Holt-Winters
Store_017,2022-10-01,history,3773247.57,Holt-Winters
Store_017,2022-11-01,history,3980668.99,Holt-Winters
Store_017,2022-12-01,history,4698016.7,Holt-Winters
Store_017,2023-01-01,history,3053079.76,Holt-Winters
Store_017,2023-02-01,history,2415392.61,Holt-Winters
Store_017,2023-03-01,history,3004187.46,Holt-Winters
Store_017,2023-04-01,history,3062528.13,Holt-Winters
Store_017,2023-05-01,history,3175021.2,Holt-Winters
Store_017,2023-06-01,history,3115776.0300000003,Holt-Winters
Store_017,2023-07-01,history,3146736.76,Holt-Winters
Store_017,2023-08-01,history,3140348.8100000005,Holt-Winters
Store_017,2023-09-01,history,3296624.27,Holt-Winters
Store_017,2023-10-01,history,3610720.72,Holt-Winters
Store_017,2023-11-01,history,3961862.34,Holt-Winters
Store_017,2023-12-01,history,4548874.25,Holt-Winters
Store_017,2024-01-01,history,2908591.39,Holt-Winters
Store_017,2024-02-01,history,2476878.07,Holt-Winters
Store_017,2024-03-01,history,3117715.83,Holt-Winters
Store_017,2024-04-01,history,3065961.0,Holt-Winters
Store_017,2024-05-01,history,3270782.15,Holt-Winters
Store_017,2024-06-01,history,3318708.43,Holt-Winters
Store_017,2024-07-01,history,3182491.25,Holt-Winters
Store_017,2024-08-01,history,3238739.56,Holt-Winters
Store_017,2024-09-01,history,3359848.02,Holt-Winters
Store_017,2024-10-01,history,3653054.34,Holt-Winters
Store_017,2024-11-01,history,3808053.33,Holt-Winters
Store_017,2024-12-01,history,4397599.52,Holt-Winters
Store_017,2024-01-01,actual,2908591.39,Holt-Winters
Store_017,2024-01-01,predicted,3063472.12,Holt-Winters
Store_017,2024-02-01,actual,2476878.07,Holt-Winters
Store_017,2024-02-01,predicted,2414644.1,Holt-Winters
Store_017,2024-03-01,actual,3117715.83,Holt-Winters
Store_017,2024-03-01,predicted,2954896.58,Holt-Winters
Store_017,2024-04-01,actual,3065961.0,Holt-Winters
Store_017,2024-04-01,predicted,3022225.44,Holt-Winters
Store_017,2024-05-01,actual,3270782.15,Holt-Winters
Store_017,2024-05-01,predicted,3178334.98,Holt-Winters
Store_017,2024-06-01,actual,3318708.43,Holt-Winters
Store_017,2024-06-01,predicted,3172156.69,Holt-Winters
Store_017,2024-07-01,actual,3182491.25,Holt-Winters
Store_017,2024-07-01,predicted,3245270.4,Holt-Winters
Store_017,2024-08-01,actual,3238739.56,Holt-Winters
Store_017,2024-08-01,predicted,3121509.65,Holt-Winters
Store_017,2024-09-01,actual,3359848.02,Holt-Winters
Store_017,2024-09-01,predicted,3124313.97,Holt-Winters
Store_017,2024-10-01,actual,3653054.34,Holt-Winters
Store_017,2024-10-01,predicted,3772421.53,Holt-Winters
Store_017,2024-11-01,actual,3808053.33,Holt-Winters
Store_017,2024-11-01,predicted,3942072.74,Holt-Winters
Store_017,2024-12-01,actual,4397599.52,Holt-Winters
Store_017,2024-12-01,predicted,4653581.16,Holt-Winters
Store_017,2025-01-01,forecast,3063808.35,Holt-Winters
Store_017,2025-02-01,forecast,2414945.31,Holt-Winters
Store_017,2025-03-01,forecast,2955166.41,Holt-Winters
Store_017,2025-04-01,forecast,3022467.16,Holt-Winters
Store_017,2025-05-01,forecast,3178551.52,Holt-Winters
Store_017,2025-06-01,forecast,3172350.67,Holt-Winters
Store_018,2021-01-01,history,3185357.1,Holt-Winters
Store_018,2021-02-01,history,2634582.91,Holt-Winters
Store_018,2021-03-01,history,3079314.69,Holt-Winters
Store_018,2021-04-01,history,2985667.38,Holt-Winters
Store_018,2021-05-01,history,3344748.83,Holt-Winters
Store_018,2021-06-01,history,3250355.56,Holt-Winters
Store_018,2021-07-01,history,3529565.84,Holt-Winters
Store_018,2021-08-01,history,3328890.6,Holt-Winters
Store_018,2021-09-01,history,3461200.77,Holt-Winters
Store_018,2021-10-01,history,4012516.2,Holt-Winters
Store_018,2021-11-01,history,4171775.74,Holt-Winters
Store_018,2021-12-01,history,5020783.83,Holt-Winters
Store_018,2022-01-01,history,3301563.6700000004,Holt-Winters
Store_018,2022-02-01,history,2483945.29,Holt-Winters
Store_018,2022-03-01,history,3103301.87,Holt-Winters
Store_018,2022-04-01,history,3040697.6,Holt-Winters
Store_018,2022-05-01,history,3373543.09,Holt-Winters
Store_018,2022-06-01,history,3485553.81,Holt-Winters
Store_018,2022-07-01,history,3622250.55,Holt-Winters
Store_018,2022-08-01,history,3292529.6,Holt-Winters
Store_018,2022-09-01,history,3349466.76,Holt-Winters
Store_018,2022-10-01,history,3961509.6,Holt-Winters
Store_018,2022-11-01,history,4029345.82,Holt-Winters
Store_018,2022-12-01,history,4972266.18,Holt-Winters
Store_018,2023-01-01,history,3295865.3600000003,Holt-Winters
Store_018,2023-02-01,history,2592476.29,Holt-Winters
Store_018,2023-03-01,history,3097080.81,Holt-Winters
Store_018,2023-04-01,history,3359186.55,Holt-Winters
Store_018,2023-05-01,history,3256671.34,Holt-Winters
Store_018,2023-06-01,history,3253626.45,Holt-Winters
Store_018,2023-07-01,history,3451177.61,Holt-Winters
Store_018,2023-08-01,history,3489537.7800000003,Holt-Winters
Store_018,2023-09-01,history,3424135.81,Holt-Winters
Store_018,2023-10-01,history,4094038.87,Holt-Winters
Store_018,2023-11-01,history,4236959.54,Holt-Winters
Store_018,2023-12-01,history,5014558.3100000005,Holt-Winters
Store_018,2024-01-01,history,3111701.44,Holt-Winters
Store_018,2024-02-01,history,2696976.38,Holt-Winters
Store_018,2024-03-01,history,3188916.2,Holt-Winters
Store_018,2024-04-01,history,3113002.7,Holt-Winters
Store_018,2024-05-01,history,3309264.77,Holt-Winters
Store_018,2024-06-01,history,3640124.48,Holt-Winters
Store_018,2024-07-01,history,3316499.02,Holt-Winters
Store_018,2024-08-01,history,3372974.54,Holt-Winters
Store_018,2024-09-01,history,3477335.7,Holt-Winters
Store_018,2024-10-01,history,3940804.47,Holt-Winters
Store_018,2024-11-01,history,4084077.97,Holt-Winters
Store_018,2024-12-01,history,4839144.59,Holt-Winters
Store_018,2024-01-01,actual,3111701.44,Holt-Winters
Store_018,2024-01-01,predicted,3327235.62,Holt-Winters
Store_018,2024-02-01,actual,2696976.38,Holt-Winters
Store_018,2024-02-01,predicted,2566327.04,Holt-Winters
Store_018,2024-03-01,actual,3188916.2,Holt-Winters
Store_018,2024-03-01,predicted,3126893.09,Holt-Winters
Store_018,2024-04-01,actual,3113002.7,Holt-Winters
Store_018,2024-04-01,predicted,3226843.16,Holt-Winters
Store_018,2024-05-01,actual,3309264.77,Holt-Winters
Store_018,2024-05-01,predicted,3340262.7,Holt-Winters
Store_018,2024-06-01,actual,3640124.48,Holt-Winters
Store_018,2024-06-01,predicted,3394643.79,Holt-Winters
Store_018,2024-07-01,actual,3316499.02,Holt-Winters
Store_018,2024-07-01,predicted,3623297.92,Holt-Winters
Store_018,2024-08-01,actual,3372974.54,Holt-Winters
Store_018,2024-08-01,predicted,3357991.76,Holt-Winters
Store_018,2024-09-01,actual,3477335.7,Holt-Winters
Store_018,2024-09-01,predicted,3454227.89,Holt-Winters
Store_018,2024-10-01,actual,3940804.47,Holt-Winters
Store_018,2024-10-01,predicted,4028959.83,Holt-Winters
Store_018,2024-11-01,actual,4084077.97,Holt-Winters
Store_018,2024-11-01,predicted,4137743.51,Holt-Winters
Store_018,2024-12-01,actual,4839144.59,Holt-Winters
Store_018,2024-12-01,predicted,5036579.23,Holt-Winters
Store_018,2025-01-01,forecast,3341465.0,Holt-Winters
Store_018,2025-02-01,forecast,2580485.28,Holt-Winters
Store_018,2025-03-01,forecast,3140980.54,Holt-Winters
Store_018,2025-04-01,forecast,3240860.17,Holt-Winters
Store_018,2025-05-01,forecast,3354209.62,Holt-Winters
Store_018,2025-06-01,forecast,3408520.98,Holt-Winters
Store_019,2021-01-01,history,2634999.02,Holt-Winters
Store_019,2021-02-01,history,2021381.45,Holt-Winters
Store_019,2021-03-01,history,2382150.78,Holt-Winters
Store_019,2021-04-01,history,2620903.65,Holt-Winters
Store_019,2021-05-01,history,2864692.44,Holt-Winters
Store_019,2021-06-01,history,2617942.8,Holt-Winters
Store_019,2021-07-01,history,2741564.7800000003,Holt-Winters
Store_019,2021-08-01,history,2748963.96,Holt-Winters
Store_019,2021-09-01,history,2664956.2800000003,Holt-Winters
Store_019,2021-10-01,history,3304205.01,Holt-Winters
Store_019,2021-11-01,history,3231433.38,Holt-Winters
Store_019,2021-12-01,history,3867165.58,Holt-Winters
Store_019,2022-01-01,history,2662834.81,Holt-Winters
Store_019,2022-02-01,history,2054399.55,Holt-Winters
Store_019,2022-03-01,history,2509858.55,Holt-Winters
Store_019,2022-04-01,history,2654393.44,Holt-Winters
Store_019,2022-05-01,history,2806646.18,Holt-Winters
Store_019,2022-06-01,history,2703240.92,Holt-Winters
Store_019,2022-07-01,history,2840317.13,Holt-Winters
Store_019,2022-08-01,history,2684836.09,Holt-Winters
Store_019,2022-09-01,history,2744624.11,Holt-Winters
Store_019,2022-10-01,history,3116439.81,Holt-Winters
Store_019,2022-11-01,history,3433375.61,Holt-Winters
Store_019,2022-12-01,history,4074580.6,Holt-Winters
Store_019,2023-01-01,history,2615581.62,Holt-Winters
Store_019,2023-02-01,history,2056903.9,Holt-Winters
Store_019,2023-03-01,history,2413101.09,Holt-Winters
Store_019,2023-04-01,history,2623607.17,Holt-Winters
Store_019,2023-05-01,history,2702436.91,Holt-Winters
Store_019,2023-06-01,history,2780816.34,Holt-Winters
Store_019,2023-07-01,history,2849071.07,Holt-Winters
Store_019,2023-08-01,history,2681290.67,Holt-Winters
Store_019,2023-09-01,history,2658638.76,Holt-Winters
Store_019,2023-10-01,history,3035038.0,Holt-Winters
